"ts-60","open","close","low","high","index","ema","ema-grad","ndr","ndr+05","ndr-05","ndr+075","ndr-075","ndr+1","ndr-1","env-dist","grad-ndr-10","ndr-grad","rsi","rsi-ema","rsi-ema-grad","ema-area","stoch"
"2022-01-01 00:00:00","46244.63","46656.85","46211.35","46744.99","0","46656.85","2.579199999999837","46656.85","","","","","","","","7.718495706903195","7.718495706903195","","","","",""
"2022-01-01 01:00:00","46656.85","46780.85","46573.65","46931.0","1","46721.329999999994","1.9181791044776038","46734.03495706903","","","","","","","","6.513411744539189","6.513411744539189","100.0","100.0","","",""
"2022-01-01 02:00:00","46778.0","46808.55","46728.5","46929.2","2","46752.75895522388","0.9163709137380647","46787.11823489078","","","","","","","","3.4412637064735465","3.4412637064735465","100.0","100.0","-0.02409953006629138","",""
"2022-01-01 03:00:00","46808.55","46804.01","46757.45","46895.06","3","46767.1485456869","-0.019405734996689718","46802.8602311985","","","","","","","","-2.075950764061781","-2.075950764061781","96.65601195234004","98.79502349668543","-0.2805910618298668","",""
"2022-01-01 04:00:00","46804.0","46701.29","46621.59","46872.86","4","46751.788668474044","1.4524723202468885","46745.59921960955","","","","","","","","9.232378508856346","9.232378508856346","53.118049531050985","85.97044690850666","-0.25707445856796196","",""
"2022-01-01 05:00:00","46696.45","47188.0","46668.64","47548.53","5","46839.77216169924","2.2517627342382913","46987.50780137563","","","","","","","","14.098555906013644","14.098555906013644","85.84547614524207","85.94130056828733","-0.08647867664693422","",""
"2022-01-01 06:00:00","47188.0","46976.98","46944.81","47327.89","6","46864.37680518596","1.5840196856505644","47027.57033772982","","","","","","","","6.559252781214672","6.559252781214672","64.6482727299079","81.64651307615995","-0.11891428367436731","",""
"2022-01-01 07:00:00","46982.82","47200.01","46903.5","47251.76","7","46918.97314598177","1.69407608674519","47118.69285699992","","","","","","","","5.468924909601992","5.468924909601992","72.44011743508793","79.99558638456897","-0.07620859091394351","",""
"2022-01-01 08:00:00","47200.14","47119.93","47087.17","47347.54","8","46949.08060952322","1.13443135170397","47136.94883592186","","","","","","","","0.8891729086139094","0.8891729086139094","66.71995597475099","77.83608353046277","-0.07443915920915516","",""
"2022-01-01 09:00:00","47124.07","47139.67","46938.37","47212.89","9","46975.69471356697","0.23819667285381002","47136.4763151722","","","","","","","","-7.789948826198815","-7.789948826198815","67.40723879284874","76.27362842411121","-0.10085290540060726","",""
"2022-01-01 10:00:00","47139.66","46863.79","46722.71","47299.79","10","46960.99044316591","-0.7997100533016783","46981.14985939788","","","","","","","","-15.49892821016947","-15.49892821016947","51.35122934772429","72.79343826043241","-0.1380934912580338","",""
"2022-01-01 11:00:00","46863.79","46758.11","46205.0","47000.0","11","46935.709210901885","-0.1504695776895096","46826.49775096881","","","","","","","","-1.297398176679053","-1.297398176679053","46.73189726876783","69.36895386120952","-0.09415672332828649","",""
"2022-01-01 12:00:00","46754.97","47085.01","46754.97","47155.28","12","46953.46696428143","0.5159446021138865","46955.2018958643","","","","","","","","9.851714701950915","9.851714701950915","59.07012932028193","68.08560209401809","-0.053408882200346","",""
"2022-01-01 13:00:00","47085.01","47023.9","46950.75","47206.01","13","46961.50644100758","0.08367605949591962","47023.53204500783","","","","","","","","0.8065798902487586","0.8065798902487586","56.42342969475945","66.69850975119222","-0.060450783660458","","False"
"2022-01-01 14:00:00","47023.89","46926.47","46855.69","47115.48","14","46957.65076725623","0.5052250324352644","46971.33349366928","","","","","","","","4.255939310212488","4.255939310212488","52.37052676979966","65.06306291099519","-0.04013565483816421","","False"
"2022-01-01 15:00:00","46926.42","47231.0","46872.46","47486.85","15","46986.76769262934","1.2362135679039057","47108.65083121208","","","","","","","","13.78794241919095","13.78794241919095","61.688739964260414","64.69172700928401","-0.009940892805064437","","False"
"2022-01-01 16:00:00","47231.0","47302.78","47202.18","47549.69","16","47019.461445651425","2.1662625141147873","47247.092342053096","","","","","","","","22.625159710083246","22.625159710083246","63.51157536932462","64.56601827074196","0.014264442835710725","","False"
"2022-01-01 17:00:00","47301.52","47769.78","47260.55","47967.12","17","47095.08081833508","2.4639313513791423","47561.15402541374","","","","","","","","18.696110286792464","18.696110286792464","72.67498278875654","65.40494915106954","0.01673993200958961","","True"
"2022-01-01 18:00:00","47769.78","47578.42","47436.76","47850.0","18","47142.65801322038","1.3468419631365396","47621.014547788945","","","","","","","","-5.066423254309484","-5.066423254309484","65.38575663455126","65.40301487122144","-0.014979002652237625","","True"
"2022-01-01 19:00:00","47577.44","47347.77","47305.71","47634.98","19","47162.42291649191","0.8708623057973455","47459.825560327554","47606.877312623656","47312.77380803145","47680.40318877171","47239.2479318834","47753.929064919765","47165.72205573534","-0.7620144512247852","-10.750665391072834","-10.750665391072834","57.81404221665389","64.65599901845766","-0.025300292045016305","","False"
"2022-01-01 20:00:00","47347.22","47413.98","47265.78","47579.24","20","47186.20112851025","0.7530592619512754","47406.00123996749","47549.85640253972","47262.14607739526","47621.78398382584","47190.21849610914","47693.71156511195","47118.290914823025","0.05546384217186597","-4.728374411379264","-4.728374411379264","59.28042236133682","64.13800026897063","-0.024327507833649946","","False"
"2022-01-01 21:00:00","47413.98","47335.57","47288.18","47550.0","21","47200.07587958947","0.7451090957583801","47365.25807209997","47506.20842261483","47224.30772158511","47576.68359787226","47153.83254632768","47647.1587731297","47083.35737107024","-0.2106278699664448","0.21593862325462396","0.21593862325462396","56.74965705942433","63.439623626775166","-0.02107528629175235","","False"
"2022-01-01 22:00:00","47334.12","47455.8","47245.84","47500.0","22","47223.45658329817","1.3868112032889621","47410.32001243258","47550.49743006424","47270.14259480092","47620.58613888007","47200.05388598509","47690.674847695904","47129.96517716926","0.32444589389517525","11.966102213315754","11.966102213315754","59.61369152439139","63.08423595438301","-0.002958902886745278","","False"
"2022-01-01 23:00:00","47455.8","47733.43","47295.97","47823.25","23","47269.41643975392","1.5738788206967","47604.58011636628","47751.93441680069","47457.22581593188","47825.61156701789","47383.548665714676","47899.28871723509","47309.87151549748","0.8744222819005971","12.217198771029507","12.217198771029507","65.35311796424524","63.2916784824379","0.0019105509290675115","","True"
"2022-01-02 00:00:00","47733.43","47637.43","47400.0","47770.37","24","47302.150524333","0.7996484350331593","47654.66398785317","47796.773339616586","47512.55463608976","47867.82801549829","47441.49996020805","47938.88269138","47370.44528432634","-0.12127272160007106","-5.256943678832977","-5.256943678832977","62.049862907961476","63.17976350083639","-0.018159616639995733","4284.5911262320515","True"
"2022-01-02 01:00:00","47637.43","47384.62","47328.15","47654.79","25","47309.39886150558","0.26687264423060697","47499.441242789624","47642.04133768952","47356.841147889725","47713.34138513947","47285.541100439776","47784.64143258942","47214.241052989826","-0.8051975201715157","-12.561046375843944","-12.561046375843944","54.22997823686584","62.383697650438116","-0.030516453671252747","4359.812264726475","False"
"2022-01-02 02:00:00","47387.09","47379.51","47290.75","47457.12","26","47315.49415654453","0.1630945302285545","47403.44306033629","47542.430245034244","47264.45587563834","47611.92383738322","47194.962283289366","47681.417429732195","47125.46869094039","-0.17219616605877827","-7.0350010829086385","-7.0350010829086385","54.080736300468715","61.65394081727375","-0.029912218849101037","4364.30810818194","False"
"2022-01-02 03:00:00","47379.51","47339.42","47280.0","47491.5","27","47317.55358801701","-0.6445205849771446","47358.74122113145","47497.48906329082","47219.99337897208","47566.862984370506","47150.6194578924","47636.23690545019","47081.24553681271","-0.1392542098727573","-15.115756054365557","-15.115756054365557","52.84470300682597","60.888086707983064","-0.04803681018235679","4330.383475388808","False"
"2022-01-02 04:00:00","47338.81","46915.59","46767.94","47430.8","28","47283.268127295676","-1.0069159314663556","47101.12793924898","47244.98385200157","46957.272026496394","47316.91180837787","46885.344070120096","47388.839764754164","46813.4161137438","-1.2897484413316016","-15.299609099133523","-15.299609099133523","41.88169828441933","59.25210030815591","-0.053809289114993816","3925.843893780024","False"
"2022-01-02 05:00:00","46920.39","47093.4","46841.88","47097.47","29","47267.20779144369","-0.5535417549250997","47052.74903914878","47197.2948717536","46908.20320654396","47269.56778805601","46835.93029024155","47341.84070435842","46763.65737393914","0.2812323269281565","0.018155223850044422","0.018155223850044422","46.88937354508476","58.19762225223337","-0.03857995465126279","3802.53477081038","False"
"2022-01-02 06:00:00","47095.58","47128.82","47023.68","47246.77","30","47255.59103954942","-0.3432866221752192","47101.49104372598","47238.8850369724","46964.09705047956","47307.58203359561","46895.400053856356","47376.27903021882","46826.70305723314","0.1989093964610385","5.3186570060257505","5.3186570060257505","47.85889616223839","57.32310257559277","-0.030532045909098145","3327.5358929602007","False"
"2022-01-02 07:00:00","47130.3","47189.04","47101.67","47305.87","31","47250.04346033493","-0.14249717884275015","47159.122179269296","47282.18092667646","47036.06343186213","47343.710300380044","46974.53405815855","47405.23967408363","46913.004684454965","0.24311819647989494","5.3087263295834415","5.3087263295834415","49.554986816745284","56.671019956778466","-0.022889733484451683","3153.9292378112295","True"
"2022-01-02 08:00:00","47189.04","47231.0","46985.03","47258.18","32","47248.46618060728","0.02509365665988298","47207.66557031765","47328.21312139927","47087.11801923603","47388.48689694008","47026.844243695225","47448.76067248089","46966.570468154416","0.19357033363995996","4.877143127323507","4.877143127323507","50.7639385977357","56.178615901370186","-0.016281757751150108","2855.4262031857143","True"
"2022-01-02 09:00:00","47230.43","47282.86","47158.47","47494.84","33","47251.29814316792","-0.027218927213252756","47256.665041815766","47372.19028039426","47141.139803237274","47429.95289968351","47083.377183948025","47487.71551897275","47025.61456465878","0.22674662702762452","1.1682543342954887","1.1682543342954887","52.29473076003197","55.85693206922096","-0.016692646609068475","2716.138669541011","True"
"2022-01-02 10:00:00","47282.86","47200.1","47150.89","47356.21","34","47247.10523424662","-0.08567579833237687","47231.03065700356","47337.56070889651","47124.50060511061","47390.82573484299","47071.23557916413","47444.09076078946","47017.97055321766","-0.2903467749611517","-1.1905068314612435","-1.1905068314612435","49.62723883329415","55.34398357091676","-0.017169583242264252","2505.158148861359","True"
"2022-01-02 11:00:00","47198.58","47245.99","47172.91","47397.02","35","47247.0143532513","0.07854900329315569","47232.85490518654","47339.1822215816","47126.52758879148","47392.34587977913","47073.36393059395","47445.509537976664","47020.20027239642","0.12353452770926253","2.0242304509982203","2.0242304509982203","51.12482958339416","54.99845290710775","-0.010494089547856902","2601.334238775962","True"
"2022-01-02 12:00:00","47246.49","47296.55","47025.59","47453.71","36","47251.03268441128","-0.09081256626886898","47271.515266023525","47377.879924632725","47165.150607414325","47431.06225393733","47111.96827810972","47484.244583241925","47058.785948805125","0.2353670317173585","-1.3606045033266128","-1.3606045033266128","52.799744890126796","54.81927909352392","-0.015433811744767496","2824.4507652665707","True"
"2022-01-02 13:00:00","47304.51","47145.08","47091.06","47314.56","37","47242.47372493786","-0.35850444552648697","47205.64281512001","47301.85596027043","47109.429669969584","47349.96253284564","47061.32309739438","47398.06910542085","47013.21652481917","-0.6294650801127025","-6.246499660511472","-6.246499660511472","47.515077318214395","54.22676231986937","-0.02372395990630622","2595.514004610144","False"
"2022-01-02 14:00:00","47146.3","47126.08","47023.96","47209.65","38","47233.107462134954","0.016736295528971823","47146.585272813296","47239.85588277783","47053.31466284876","47286.491187760104","47006.67935786649","47333.126492742376","46960.044052884215","-0.2198470967552445","2.831124582909615","2.831124582909615","46.87749056378136","53.633081098208606","-0.00975113573783446","2426.0929834827693","False"
"2022-01-02 15:00:00","47125.21","47360.35","47082.0","47391.77","39","47243.31053971431","1.0932132635328162","47262.2653067782","47355.64170540649","47168.888908149915","47402.32990472063","47122.20070883577","47449.018104034774","47075.51250952163","1.050422747746501","22.240123388666326","22.240123388666326","54.95188012505868","53.73920553297765","0.021108621972183952","2574.313211024688","True"
"2022-01-02 16:00:00","47360.35","47799.55","47291.89","47892.54","40","47287.768125311595","1.0970555556991894","47591.38774058662","47699.95764445014","47482.8178367231","47754.2425963819","47428.53288479135","47808.52754831366","47374.24793285959","1.9173108937726688","14.074961643404459","14.074961643404459","65.57800497164831","54.688512196817804","0.01735833817403062","2841.862778342438","True"
"2022-01-02 17:00:00","47802.57","47418.22","47341.97","47990.0","41","47298.16331749927","-0.1568684157624375","47543.76453964629","47652.941945246916","47434.587134045665","47707.53064804723","47379.99843124535","47762.11935084754","47325.40972844504","-1.1499131982082038","-17.17666930346677","-17.17666930346677","53.670188937404184","54.60712244167918","-0.016189058432879336","2678.6009064945974","True"
"2022-01-02 18:00:00","47418.23","47068.65","46633.36","47423.12","42","47279.92470452347","-0.9353440871615021","47247.85435451729","47359.16827316837","47136.540435866205","47414.82523249391","47080.883476540665","47470.48219181945","47025.226517215124","-1.60990069066753","-26.411075715659535","-26.411075715659535","45.47047511015226","53.87905927517384","-0.03267683036764069","1792.6270203062086","False"
"2022-01-02 19:00:00","47064.65","46920.01","46851.75","47232.93","43","47251.39611314119","-0.9399784950078174","47015.5430253331","47122.114642669876","46908.97140799632","47175.40045133826","46855.68559932794","47228.686260006645","46802.399790659554","-0.8964209019293027","-12.862686323136222","-12.862686323136222","42.480813436293644","52.973280923297146","-0.030666288922140267","1025.4789203854016","False"
"2022-01-02 20:00:00","46920.01","47017.83","46833.24","47069.59","44","47232.92577977308","-0.6924870763618673","46990.60062805456","47090.4578074116","46890.743448697525","47140.38639709012","46840.814859019","47190.314986768644","46790.88626934048","0.27268316730719133","0.05284509723060182","0.05284509723060182","45.05632964777712","52.345744829066824","-0.023634607880871385","625.0360571042329","False"
"2022-01-02 21:00:00","47018.79","47028.21","46922.84","47189.91","45","47216.7717593231","-0.23390320820559282","47016.59992727771","47117.01012761534","46916.18972694009","47167.215227784145","46865.98462677128","47217.420327952954","46815.77952660247","0.11562642722800177","8.798460403176795","8.798460403176795","45.33769543695927","51.79155052925358","-0.011274527255113043","208.69542629137868","False"
"2022-01-02 22:00:00","47028.21","47273.39","47021.58","47407.31","46","47221.2306193628","0.2115550481546961","47166.5698361181","47265.30017084355","47067.83950139265","47314.66533820627","47018.474334029925","47364.030505569","46969.1091666672","1.081938637997613","12.541216346995498","12.541216346995498","51.67075312750825","51.78201846631117","0.0006218270803462644","125.36068651804817","True"
"2022-01-02 23:00:00","47273.34","47299.07","47273.34","47479.54","47","47227.349511730834","-0.1324358458012284","47267.42425421762","47365.527481999634","47169.32102643561","47414.57909589064","47120.26941254461","47463.630709781646","47071.2177986536","0.3225759895759565","-0.23771390672263806","-0.23771390672263806","52.29785129758674","51.82264188327089","-0.007778716604454843","-35.26224191462097","True"
"2022-01-03 00:00:00","47299.06","47065.0","47065.0","47300.0","48","47214.60882707274","-0.38967672220882377","47161.815557983646","47255.502310192656","47068.128805774635","47302.345686297165","47021.285429670126","47349.18906240167","46974.442053565625","-1.0333964589535019","-7.339896704164493","-7.339896704164493","46.35815195003499","51.39308263608843","-0.013772141884880967","-648.884629233442","True"
"2022-01-03 01:00:00","47065.01","47128.55","46942.42","47146.82","49","47207.86567562039","-0.30146710007844374","47120.62632013433","47213.82125599848","47027.43138427018","47260.418723930554","46980.83391633811","47307.01619186263","46934.23644840603","0.08502264411900486","-2.6273960092097695","-2.6273960092097695","48.09213825091564","51.13403478902684","-0.011058835860144854","-1063.479780520829","False"
"2022-01-03 02:00:00","47127.17","47101.4","47101.4","47128.56","50","47199.53547206882","-0.3332081420629402","47109.26763779945","47202.83125560594","47015.70401999296","47249.61306450918","46968.92221108972","47296.39487341243","46922.14040218647","-0.08408864453831782","-1.1358682334881451","-1.1358682334881451","47.38324134317499","50.84014084308119","-0.011755757837826196","-1236.8363910840708","False"
